vowel,word,t,F1,F2,F3,F1@20%,F2@20%,F1@35%,F2@35%,F1@50%,F2@50%,F1@65%,F2@65%,F1@80%,F2@80%,plt_vclass,pre_seg,fol_seg,class,is_outlier
ɛ,edge,1230.14,441.8,1823.5,2564.5,428.2,1907.9,431.6,1885.2,443.6,1747.9,409.5,1780.4,406.5,1792.7,e,IY0,JH,BET,FALSE
ɛ,reg,1237.113,485.5,1811.9,2563.6,500.1,1713.9,496.5,1762.6,478.1,1856.8,474.5,1971,462.7,1945.5,e,R,G,BET,FALSE
ɛ,yet,1248.723,523.4,1888.4,2693.8,456.6,2037.2,507.6,1916.9,557.8,1825.5,583.8,1781.4,557.4,1808.8,e,Y,T,BET,FALSE
ɛ,harry,1255.59,439.6,1792.6,2359.1,406.4,1780,418.8,1813.8,448.1,1759.7,443.4,1657.4,441.7,1651.8,e,HH,R,BET,FALSE
ɛ,mentally,1262.39,492.2,1475.1,2400.7,478,1446.1,483,1453.3,493,1511.8,493.1,1539.5,491.8,1540.6,e,M,N,BET,FALSE
ɛ,enters,1269.21,484.6,1665.3,2537.6,485,1650,486.1,1663.1,479.4,1648.8,522.6,1665.1,486,1661.6,e,Z,N,BET,FALSE
ɛ,their,1271.307,419.5,1604.4,2492.1,405.4,1595.2,405.4,1595.2,420.6,1613.3,415.2,1609.2,415.2,1609.2,e,DH,R,BET,FALSE
ɛ,sweat,1303.76,505.2,1376.3,2472.9,492.4,1273.7,496.1,1287.4,496.8,1488.2,441.6,1599.1,438.2,1603.4,e,W,T,BET,FALSE
ɛ,necessary,1312.377,495.3,1836.1,2570.3,491.6,1839.5,491.6,1839.5,523.9,1829.9,534.5,1799.8,534.5,1799.8,e,N,S,BET,FALSE
ɛ,setting,1332.09,516.8,1583.4,2504.6,454.6,1580.2,474,1580.8,542.9,1576.4,532.4,1607.1,530.8,1611,e,S,T,BET,FALSE
ɛ,rebels,1335.247,445.9,1626.3,2449.4,453.2,1609.8,453.2,1609.8,506,1659.9,707.8,1666.9,707.8,1666.9,e,B,L,BET,FALSE
ɛ,as,1358.053,467.8,1648.5,2544,288.1,1537.4,464.5,1646,535.5,1619.9,460.7,1720.1,402.8,1693.9,e,AH0,Z,BET,FALSE
ɛ,seconds,1359.107,503.2,1764.4,2596.9,1050.1,1999.3,606.5,1756.5,467.4,1645.4,502.8,1919.3,562.6,1959.2,e,S,K,BET,FALSE
ɛ,sell,1400.837,490.5,1569.9,2535.9,466.6,1580.5,466.6,1580.5,516.6,1575.6,558.1,1431.2,558.1,1431.2,e,S,L,BET,FALSE
ɛ,bedroom,1445.36,444.1,1525.8,1999.5,419.8,1487.4,423.3,1496.8,470.8,1516.5,461.1,1463.8,459.2,1460.4,e,B,D,BET,FALSE
ɛ,air,1461.387,491.4,1741.7,2413.8,521.5,1607.4,516,1720.2,438.2,1665.2,449,1687.6,453.1,1768.6,e,L,R,BET,FALSE
ɛ,set,1471.867,499,1415.9,2572.9,441,1421.6,493.9,1423.3,473.7,1371,415.5,1354.6,395.3,1391.3,e,S,T,BET,FALSE
ɛ,step,1472.137,477.4,1465.3,2521,619.3,1718.1,481.1,1490.9,511.8,1453.3,497.6,1403,455.3,1337.5,e,T,P,BET,FALSE
ɛ,every,1486.3,536.3,1876.3,2639.4,660.5,1638.3,617.8,1864.7,527,1763.9,540,1726.6,503.1,1657.4,e,NA,V,BET,FALSE
ɛ,remembering,1491.22,429.7,1546,2486,323.7,1541.9,339.3,1542.4,512.9,1544.3,436.3,1495,439.1,1496.3,e,M,M,BET,FALSE
ɛ,never,1491.843,615.1,1619.4,2441.8,501.3,1644.6,554.9,1624,514.2,1464,493.1,1479.7,484.8,1477.5,e,N,V,BET,FALSE
ɛ,expect,1510.817,528.3,1566.6,2485.1,420.8,1475.7,496.7,1533.1,463.2,1559.2,591.8,1647.7,565.7,1660,e,P,K,BET,FALSE
ɛ,step,1515.347,455.5,1546.6,2629.6,471,1559.6,430.5,1555.8,507.2,1540.6,541.2,1482,528.8,1464.2,e,T,P,BET,FALSE
ɛ,method,1525.963,576.1,1594,2573.1,535.1,1566.4,572.9,1590.3,577.1,1597.3,563,1588,561.2,1605,e,M,TH,BET,FALSE
ɛ,test,1526.353,549.3,1719.2,2490.5,584.5,1730.4,558.7,1730.5,569,1670,567.1,1604.6,555.3,1598,e,T,S,BET,FALSE
ɛ,many,1536.99,493.6,1785.8,2397.2,487.2,1778.7,487.9,1779.5,496.5,1795.8,500.7,1828.3,501.2,1828.4,e,M,N,BET,FALSE
ɛ,extra,1539.01,447.8,1625.6,2288,470.1,1643,466.7,1639.6,455.6,1620.2,457.1,1386.3,448.5,1385.3,e,ER0,K,BET,FALSE
ɛ,west,1555.357,499.5,1477.2,2329.4,491.4,1419.5,491.4,1419.5,504.9,1538.5,498.4,1596.8,498.4,1596.8,e,W,S,BET,FALSE
ɛ,elliott,1559.613,504.4,1870.3,2549.1,442.2,1963.8,469.6,1924.6,567.1,1774.5,575.7,1656.8,556.8,1629.1,e,IY0,L,BET,FALSE
ɛ,upstairs,1578.603,413.3,1809.2,2542.8,403.1,1791.9,405.9,1805.4,420.3,1825.5,423.2,1827.7,421.6,1818,e,T,R,BET,FALSE
ɛ,hair,1598.483,452.6,1919.7,2552.6,458.2,1903.6,454.1,1914.9,437.3,1902.9,424.7,1807.7,423.5,1700.4,e,HH,R,BET,FALSE
ɛ,next,1611.17,455.8,1697.7,2653.5,411.9,1729.1,418.5,1723.7,491.9,1685.4,505.8,1697.2,505.1,1703.7,e,N,K,BET,FALSE
ɛ,said,1653.36,487,1653.2,2563.1,450,1664.1,476.3,1657.1,490.7,1642.2,472.7,1625.9,444.4,1647.4,e,S,D,BET,FALSE
ɛ,anyone,1658.387,431.8,1793,2538.8,1060.2,2035.5,474,1789.7,327,1649.6,423.4,1837.7,399.5,1784.4,e,NA,N,BET,FALSE
ɛ,american,1660.4,460.5,1773.7,2381.9,438.9,1568.4,449.4,1703.8,464.8,1852.1,485.4,1856.4,507.8,1815.6,e,M,R,BET,FALSE
ɛ,intending,1675.027,474.8,1770.7,2604.3,603.6,1881.7,603.6,1881.7,506.6,1757.4,485.6,1770.3,485.6,1770.3,e,T,N,BET,FALSE
ɛ,settle,1678.093,519,1648.9,2639.1,525.5,1691.1,514.5,1662.6,552.4,1681.6,542.4,1654.4,500.8,1630.1,e,S,T,BET,FALSE
ɛ,general,1689.25,416.1,1512.6,2499.7,399.2,1535.8,401.3,1531.3,431.1,1494.1,413.4,1451.4,411.9,1450.3,e,JH,N,BET,FALSE
ɛ,project,1704.63,441.3,1634.3,2504.1,425.6,1644.1,430.5,1639.7,444.8,1609.1,394.6,1317.8,392,1320.8,e,JH,K,BET,FALSE
ɛ,elder,1730.007,477.7,1662.1,2620.4,466.7,1664.2,467.6,1672.7,529.8,1634.7,582,1535.8,588.2,1426.5,e,ER1,L,BET,FALSE
ɛ,said,1730.34,497.8,1555.7,2583.8,482.4,1560.6,489.3,1558,498.9,1563.2,459.4,1570.9,456.6,1569.6,e,S,D,BET,FALSE
ɛ,said,1731.913,606.7,1654.6,2507.4,514.3,1703.4,587.2,1674.7,595.5,1340.7,584.2,1510.5,515.3,1108.3,e,S,D,BET,FALSE
ɛ,yet,1735.223,500.9,1881.1,2699.1,448.4,1969.5,473,1931.9,527.2,1783,508.6,1730.7,501.1,1715.9,e,Y,T,BET,FALSE
ɛ,every,1742.273,467.6,1683.4,2515.6,452,1752.9,462.3,1701,415.8,1429.8,432.1,1539.1,493.5,1679.8,e,N,V,BET,FALSE
ɛ,protection,1750.707,501.9,1750.3,2592.2,475.5,1745.9,475.5,1745.9,522.8,1757.4,532,1769.8,532,1769.8,e,T,K,BET,FALSE
ɛ,potential,1761.323,510.4,1596,2633.9,553.7,1647,537.5,1620.5,504.5,1477.8,465.2,1359.3,438.7,1235.2,e,T,N,BET,FALSE
ɛ,bernadette,1768.857,453.3,1676.8,2754.2,400.8,1678.1,441.3,1680.2,490,1658.4,507.3,1625.9,463.3,1619.1,e,D,T,BET,FALSE
ɛ,men's,1781.977,482.8,1720.7,2615.6,475.6,1705.6,475.1,1719.8,463.7,1516.3,471.1,1691.2,469.4,1674.1,e,M,N,BET,FALSE
ɛ,tell,1800.923,471.3,1687.8,2538.4,1109.1,2080.6,610,1765.3,752,1729.2,739.5,1535.6,652.2,1413.2,e,T,L,BET,FALSE
ɛ,fell,1817.807,482.5,1533,2569.6,450.6,1533.7,450.6,1533.7,502.3,1539.2,533,1526.2,533,1526.2,e,F,L,BET,FALSE
ɪ,trigger,43.74,351,1643.2,2198,346.6,1602.3,347.5,1607.4,353.2,1689.6,340,1768,337.6,1777.7,i,R,G,BIT,FALSE
ɪ,mid,63.037,374.6,1788.4,2440.7,381.9,1753.2,381.9,1753.2,378,1826.1,382.4,1827.9,382.4,1827.9,i,M,D,BIT,FALSE
ɪ,career,64.737,337.2,1776.2,2057,341.9,1736.3,341.9,1736.3,332.8,1825.4,327.6,1825.3,327.6,1825.3,iyr,ER0,R,BIT,FALSE
ɪ,in,66.79,425.6,1680,2462.8,400.2,1635.8,409.5,1651.5,443.8,1727.8,448.2,1749,447.1,1749.4,i,L,N,BIT,FALSE
ɪ,clear,97.153,305.7,2027.1,3580.2,929.2,2307.4,594.5,2141.4,707.2,2382.8,279.3,1792.3,243.8,1750.7,iyr,L,R,BIT,FALSE
ɪ,kids,126.73,319.3,1780.9,2487.3,282.2,1791.7,312.8,1787.3,320.9,1748.1,289.6,1696.9,252.8,1654.5,i,K,D,BIT,FALSE
ɪ,addiction,127.397,349.6,1651.6,2262.6,319.1,1598.2,319.1,1598.2,352.2,1754.4,299.9,1920,299.9,1920,i,D,K,BIT,FALSE
ɪ,getting,130.85,375.2,2059.6,2674.8,391.3,2066,416.3,2076.5,407.2,2057,319.1,1940.2,371.6,1823.3,i,G,T,BIT,FALSE
ɪ,into,159.287,330.1,1687.5,2525,339.5,1170.4,346.7,1703.6,310.2,1715.6,328.4,1591.2,346.3,1641.5,i,D,N,BIT,FALSE
ɪ,beginning,177.957,326.8,2007.3,2489.5,314.7,2032.8,314.7,2032.8,338.9,1968.6,339.8,1905.3,339.8,1905.3,i,G,N,BIT,FALSE
ɪ,in,184.74,439,1851.7,2526.9,407.8,1757,413.6,1806.7,453.2,1837.6,448.8,1807,445.6,1804.5,i,N,N,BIT,FALSE
ɪ,in,192.107,437.5,1595.7,2623.6,432,1480.6,442.6,1601.3,408.9,1573.8,340.9,1666.3,364.8,1559.2,i,L,N,BIT,FALSE
ɪ,skin,197.5,379.7,2097.1,2657.2,325.7,2061.7,331.5,2069.1,430.5,2075,479.7,2049.9,480.5,2033.1,i,K,N,BIT,FALSE
ɪ,milk,210.373,409.5,1779.7,2486.6,395,1649.4,404.3,1717.1,396.3,1865.9,349.9,1876.8,336.5,1865.9,i,M,L,BIT,FALSE
ɪ,been,215.747,374.6,1557.5,2397.9,353.1,1550.2,353.1,1550.2,400.6,1315.6,429.5,1364.5,429.5,1364.5,i,B,N,BIT,FALSE
ɪ,in,236.067,388.4,1847.8,2407.1,759.6,1809.3,401.7,1820,442.7,1887.7,509,1820.7,513.3,1977.4,i,D,N,BIT,FALSE
ɪ,billion,239.43,377.9,1723.7,2408.9,349.5,1687.5,353.7,1693,408.1,1747,444.5,1585.4,447.7,1556.3,i,B,L,BIT,FALSE
ɪ,period,243.037,458.3,1945.5,2578.5,1032.7,2154.2,589.7,1992.8,265.8,1825.1,349.1,1838.7,355,1800.5,iyr,P,R,BIT,FALSE
ɪ,into,263.447,405.2,2064.8,3233.1,310.3,1959.3,398.6,1990.9,363.2,2125.7,366.5,2208.7,338.8,2475.4,i,ER0,N,BIT,FALSE
ɪ,it'll,266.933,396.1,1603.3,2419.5,389.4,1577.8,392.5,1591.2,400,1626.8,388.1,1608.9,381.6,1600,i,V,T,BIT,FALSE
ɪ,bill,271.953,393.5,1607.9,2400,591,1613.6,404.6,1630.4,502.4,1585.7,409.9,1535.5,408.8,1526.3,i,B,L,BIT,FALSE
ɪ,in,288.17,389.1,1876,2507.7,369.6,1647.3,353.1,1799.1,343.3,2154.5,270.8,2170.4,295.7,2053,i,NA,N,BIT,FALSE
ɪ,billboard,290.867,377.6,1572.9,2321.6,378.2,1528.7,378.2,1528.7,358.4,1590.8,347.1,1510.1,347.1,1510.1,i,B,L,BIT,FALSE
ɪ,his,293.247,345.7,1785.7,2544.5,319,1792.2,319,1792.2,359.3,1745.5,360.9,1693.4,360.9,1693.4,i,HH,Z,BIT,FALSE
ɪ,fifteen,305.88,337.6,1688.3,2284.4,656.5,1858.9,603,1832.8,359.8,1675.2,362,1681.9,360.8,1681.7,i,F,F,BIT,FALSE
ɪ,municipal,312.467,380.8,1777.7,2463.5,360.5,1634.2,360.5,1634.2,398.9,1798.5,401.6,1761.2,401.6,1761.2,i,N,S,BIT,FALSE
ɪ,in,326.723,443.3,1648.2,2402.7,541.6,1835.7,469.4,1689.5,392.7,1581.6,381.6,1814.3,424.1,1841.2,i,SIL,N,BIT,FALSE
ɪ,in,334.48,384.6,1852.4,2465.1,418.9,1798.7,374.1,1828.2,414.3,1862.7,428.4,1876.7,469.1,1822.6,i,JH,N,BIT,FALSE
ɪ,kill,338.887,404.1,1940.9,2632.8,315.6,1805.5,371.4,1849.9,422.1,1997.2,413.1,1584.1,409.1,1592.5,i,K,L,BIT,FALSE
ɪ,criteria,343.767,315,1975.1,2462.8,285.7,1931.6,276.6,1972.3,329.5,1964.4,328.1,1865.1,343.4,1819.7,iyr,T,R,BIT,FALSE
ɪ,in,356.4,424.1,1638.1,2463.8,340.5,1302,312,1437.2,558.7,1945.5,479.1,1995.8,468.4,1940,i,NA,N,BIT,FALSE
ɪ,individual,356.767,326.3,1674.2,2425.6,315,1652.9,315,1652.9,332.5,1701.1,325.3,1721.5,325.3,1721.5,i,V,JH,BIT,FALSE
ɪ,ability,357.56,414.5,1676.1,2546.3,364.4,1666.4,371.6,1671,391.9,1614.5,382.6,1469.1,385.5,1453.6,i,B,L,BIT,FALSE
ɪ,in,378.197,409,1820.9,2477.1,334.5,1757.1,405.2,1807.5,405.6,1683.3,395.9,1688,431.4,1593.8,i,D,N,BIT,FALSE
ɪ,visitors,384.773,349.8,1621.6,2181.7,435,1592.6,373.7,1614,350.9,1646.6,347.5,1657.1,346.1,1657.2,i,V,Z,BIT,FALSE
ɪ,with,393.827,397.8,1612.6,2303.5,397.5,1572.6,397.5,1572.6,396.9,1661.3,395,1679.3,395,1679.3,i,W,TH,BIT,FALSE
ɪ,listen,394.967,397.3,1507.4,2582,374.3,1493.8,374.3,1493.8,419.6,1535.6,421.8,1556.3,421.8,1556.3,i,L,S,BIT,FALSE
ɪ,his,420.417,345.1,1599.7,2483.8,336.9,1608.2,336.9,1608.2,347.5,1593,354,1622.6,354,1622.6,i,HH,Z,BIT,FALSE
ɪ,little,430.3,422.9,1363.4,2359.8,703.6,1619.5,668.1,1586.8,367.3,1364.6,360.8,1441.5,362.6,1440.7,i,L,T,BIT,FALSE
ɪ,digital,446.367,368.7,1715.4,2636.3,386.1,1725.5,362,1712,373.6,1725,355.9,1701,338.3,1682.3,i,D,JH,BIT,FALSE
ɪ,weird,458.07,334.2,2017.5,2903.9,323.5,1840.9,332.4,2021.7,340.3,1982.7,353.1,1929.1,358.9,1925.4,iyr,W,R,BIT,FALSE
ɪ,in,469.83,448.3,1806.6,2508.7,429.3,1692.9,436.9,1749.6,449.1,1638.3,408.4,1192.9,405,1797.3,i,ER0,N,BIT,FALSE
ɪ,years,473.56,321.1,1845.3,2216.5,307.6,1891.2,309.4,1886.2,329.7,1801.2,334.9,1714.6,334.9,1701.5,iyr,Y,R,BIT,FALSE
ɪ,physically,478.977,410.7,1599.8,2466.6,478.7,1610.7,478.7,1610.7,390,1593.4,397.3,1564.6,397.3,1564.6,i,F,Z,BIT,FALSE
ɪ,fit,479.4,341.1,1766.1,2316.9,487.6,1889.2,335.6,1788.1,378.3,1791.5,374.1,1791.6,359.8,1825.4,i,F,T,BIT,FALSE
ɪ,virginia,491.16,334.4,1915.3,2585,328.2,1850.7,329.3,1857.1,339,2057.4,337.7,2088.8,335,2081.9,i,JH,N,BIT,FALSE
ɪ,dinner,532.383,351.4,1876.3,2486.8,313.9,1918.5,328.6,1901.2,369.8,1845.7,367.2,1804.5,365.5,1793.9,i,D,N,BIT,FALSE
ɪ,digital,539.23,340.4,1626.7,2587.6,330.2,1642.7,329.1,1640.9,343.1,1600,322.6,1553.3,320.5,1547.8,i,D,JH,BIT,FALSE
ɪ,lis,554.397,396.1,1389.7,2624.7,391.6,1364.4,391.6,1364.4,397,1413.6,403.7,1449.9,403.7,1449.9,i,L,S,BIT,FALSE
ɪ,year,556.203,361.1,2028.9,3104.3,356.9,2054.5,358.6,2044.8,370.3,1980.6,383.6,1856.1,381,1827.8,iyr,Y,R,BIT,FALSE
ɪ,did,557.607,316.4,1836.7,2544.9,472.3,1789.4,312.4,1819.1,330.6,1823,317.8,1836.4,299.5,1817.9,i,D,D,BIT,FALSE
ɪ,his,600.243,355.9,1695.4,2409.8,368.1,1773.8,336.9,1739.3,336.3,1658.1,349.7,1678.7,355.7,1674.3,i,HH,Z,BIT,FALSE
ɪ,in,617.51,427.5,1905,2509.6,466.6,1880.6,403.2,1890.2,496.5,1906,557.3,1880.4,541.7,1883.7,i,T,N,BIT,FALSE
ɪ,milton,619.307,372.1,1326.3,2269,338.5,1343.2,338.5,1343.2,400.8,1297.4,446.6,1263.4,446.6,1263.4,i,M,L,BIT,FALSE
ɪ,gets,628.217,422.7,1998.6,2681.3,312.2,1992.1,408.2,1998.6,454.8,2017.5,487.3,1914.9,515.7,1827.4,i,G,T,BIT,FALSE
ɪ,hit,654.037,459.3,1847.2,2576.3,451.7,1863.2,451.7,1863.2,456.2,1821,411.2,1523.4,411.2,1523.4,i,HH,T,BIT,FALSE
ɪ,piercing,659.603,285,1910.3,2512.6,420.3,2026.2,320.1,1940.4,308.8,1892.1,317.4,1819,320,1787.2,iyr,P,R,BIT,FALSE
ɪ,sister,664.767,391.9,1583.9,2517.9,381,1595.9,381,1595.9,404.1,1589.1,405.4,1596.3,405.4,1596.3,i,S,S,BIT,FALSE
ɪ,with,683.023,339.9,1405.9,2497.1,342.1,1365.8,337.7,1391.7,366.8,1418.8,376.6,1360.9,372.2,1329.1,i,W,TH,BIT,FALSE
ɪ,in,683.45,400.9,1943.8,2410.2,416.3,1903.1,408.1,1909.9,408,1950,416.7,1953.5,416.4,1946,i,D,N,BIT,FALSE
ɪ,in,683.783,386.3,2092.1,2957.8,369.5,2141.9,360.1,2090.2,494.1,2207.6,526.8,2160.9,541.6,2223.2,i,N,N,BIT,FALSE
ɪ,fish,694.83,396.9,1607.1,2370.8,580.5,1685.8,365.8,1559.4,407.1,1652.6,395,1671.2,380.4,1677.2,i,F,SH,BIT,FALSE
ɪ,in,695.06,401.5,1770.1,2753.2,411.7,1858.3,355.9,1806.9,468,1742.7,430.9,1892.3,448.5,1871.6,i,SH,N,BIT,FALSE
ɪ,mission,701.857,382.3,1711.8,2422,377.4,1691.9,377.4,1691.9,381.8,1733.7,375.4,1742.2,375.4,1742.2,i,M,SH,BIT,FALSE
ɪ,criminal,708.65,377.7,1667.1,2046.1,374.1,1632.1,374.1,1637.7,382.2,1678.2,393.3,1672.6,394.4,1671.5,i,R,M,BIT,FALSE
ɪ,building,721.687,416,1483.2,2451.1,428,1506,428,1506,432.8,1473,444.8,1434,444.8,1434,i,B,L,BIT,FALSE
ɪ,continuing,739.313,427.1,1755,2525.7,430,1734.9,437,1749.8,424,1733,447.7,1710,443.1,1710.3,i,T,N,BIT,FALSE
ɪ,bills,748.45,421,1530.3,2483.6,552.8,1582.6,529.6,1575.2,386.4,1494.1,396.2,1445.2,397.4,1436.4,i,B,L,BIT,FALSE
ɪ,his,753.38,349.5,2006.5,3291.3,318.5,2008.8,321.9,2007.1,336.4,2006.3,374.9,1858,377.4,1833.2,i,HH,Z,BIT,FALSE
ɪ,into,755.167,370.9,1441.4,2662.1,356.1,1410.8,356.1,1410.8,387.9,1488.4,396.5,1533.3,396.5,1533.3,i,D,N,BIT,FALSE
ɪ,did,779.53,393,1862.5,2548.9,397.5,1790.2,390.8,1844.3,383.8,1824.8,360.6,1711.4,358.8,1807.5,i,D,D,BIT,FALSE
ɪ,years,796.777,416.4,1814.6,2054.2,407.2,1860.6,407.2,1860.6,413.8,1781.8,409.2,1739.5,409.2,1739.5,iyr,Y,R,BIT,FALSE
ɪ,trivial,803.68,379.1,1687.2,3051.1,363.9,1741.7,366.3,1731.8,393.4,1636.6,412.6,1534.6,414.3,1546.8,i,R,V,BIT,FALSE
ɪ,give,822.167,345.9,1958.2,2544.5,336.5,1982.1,341.8,1966,359,1916.4,361.2,1834.7,355.4,1763.7,i,G,V,BIT,FALSE
ɪ,cripple,828.73,412.1,1709.1,3160.4,404.9,1657.7,406.1,1665.1,414,1765.5,406.2,1814.4,406.1,1815.6,i,R,P,BIT,FALSE
ɪ,jim,840.157,368.9,1508,2653.3,377.3,1539,369,1509.2,375.3,1279.4,401.2,1106.3,459.7,1288.5,i,JH,M,BIT,FALSE
ɪ,fearful,844.767,350,1810.5,2279.6,423.7,1845.9,423.7,1845.9,295.2,1751.4,318.1,1697.5,318.1,1697.5,iyr,F,R,BIT,FALSE
ɪ,period,846.55,431.7,2067.9,3117.4,1371.7,2288.7,839.3,2231.8,318.4,1951.1,318,1922.9,329,1903.8,iyr,P,R,BIT,FALSE
ɪ,in,859.557,440.5,1455.1,2693.3,433.4,1391.9,433.4,1391.9,430.8,1496,410.8,1562.4,410.8,1562.4,i,L,N,BIT,FALSE
ɪ,dick,860.067,364.4,1572.3,2455.1,362,1560.5,362,1560.5,381.8,1601.2,375.2,1695.2,375.2,1695.2,i,D,K,BIT,FALSE
ɪ,think,873.787,360.6,1836.5,2620.3,389.1,1812.9,389.1,1812.9,372.6,1880.7,403.5,1961.6,403.5,1961.6,i,TH,NG,BIT,FALSE
ɪ,in,876.723,365.8,2169.4,2965.3,336.1,2111.3,353,2143.6,378.4,2130.2,395.5,2193.1,390.2,2203.1,i,K,N,BIT,FALSE
ɪ,in,883.59,380.2,1892,2383.1,357.7,1878.2,360.7,1879.9,400.9,1900.2,402.9,1869.9,401,1863.2,i,D,N,BIT,FALSE
ɪ,convinced,920.34,344.3,2071.7,3475.3,372.1,2092,304.8,2057.2,362.6,2110,363.6,2340.3,362.5,2352.7,i,V,N,BIT,FALSE
ɪ,simple,929.553,466.9,1862.4,2571.8,531,1874,505.7,1878.9,479.8,1796.7,502.3,1664.8,493.7,1605.9,i,S,M,BIT,FALSE
ɪ,civil,930.817,430.1,1884.1,2555.1,489.2,1804.3,415.7,1848.8,445.5,1907.6,470.1,1487.7,485.9,1444.7,i,S,V,BIT,FALSE
ɪ,till,947.893,363.7,2053.3,3529.5,549.5,2182.8,352.6,2043.6,370.5,2049,372.8,2150.8,373,2106.9,i,T,L,BIT,FALSE
ɪ,existed,982.14,387.1,1640.8,2451,370.8,1608.4,373.4,1613.3,401.5,1623.3,407.4,1412.6,403.2,1409.2,i,Z,S,BIT,FALSE
ɪ,in,995.19,401.4,1721.7,2448.6,381.8,1698,386.9,1699.3,379.1,1711.5,327.4,1674,323.1,1672.5,i,NG,N,BIT,FALSE
ɪ,kids,998.03,365.7,1973.4,2589.4,348.6,1948.6,345.9,1967.4,353.4,1948.5,351,1928.9,337.1,1862.2,i,K,D,BIT,FALSE
ɪ,biz,1005.67,468.1,1600.6,3300.4,450.7,1595.8,459.1,1595.6,464.8,1644.3,446.6,1679.3,443.8,1679.6,i,B,Z,BIT,FALSE
ɪ,in,1011.507,397.8,2002,2712.5,507,2185.5,507,2185.5,406.1,2013.9,393.9,2061.1,393.9,2061.1,i,T,N,BIT,FALSE
ɪ,with,1017.19,369.6,1503.4,2695.1,364.2,1451,364.8,1459.9,375,1557.6,371.1,1579.9,369,1579.3,i,W,TH,BIT,FALSE
ɪ,simple,1034.693,460.8,1844.9,2540,378.4,1783.8,410.7,1818.4,493.2,1868.9,518.7,1858.7,519.5,1838.5,i,S,M,BIT,FALSE
ɪ,ill,1039.583,333.3,2169.3,3126.5,779.6,2615.9,332.6,2169.9,366.2,2122.4,380.5,2137.5,385,2207.5,i,D,L,BIT,FALSE
ɪ,skin,1051.26,414.2,1970.9,2573,481.9,1792.2,479,1818,302.9,2042.8,357.8,2015.9,361.3,2009.4,i,K,N,BIT,FALSE
ɪ,in,1065.803,424.9,1772.5,2698.4,403.4,1731.5,387.8,1744.4,411.6,1767,421.2,1689.6,378.2,1641.5,i,Z,N,BIT,FALSE
ɪ,influenced,1069.557,355.8,2163.9,2655.3,342.7,2198.5,353.5,2182.1,376.3,2123,399.3,2004.8,382.9,1904.2,i,IY0,N,BIT,FALSE
ɪ,district,1078.447,365.3,1775.2,2554.7,394.6,1772.4,394.6,1772.4,361.7,1789.3,335.3,1793.3,335.3,1793.3,i,D,S,BIT,FALSE
ɪ,in,1081.61,291.2,1788.7,2430.3,251.2,1782.6,259.5,1781.4,327.6,1815.5,349.1,1860,349.5,1861.7,i,R,N,BIT,FALSE
ɪ,thing,1082.23,381.2,1612.8,2496.4,342.5,1588.9,345.4,1592,409.6,1667.9,425.9,1795.1,426.4,1800.1,i,TH,NG,BIT,FALSE
ɪ,into,1085.777,430.6,1438.8,2184.5,420.7,1386.6,427.1,1376.5,421.5,1831.1,374.2,1620.9,382.1,1654.2,i,T,N,BIT,FALSE
ɪ,print,1086.19,383.8,1731.3,2310.8,375.7,1695.3,375.1,1698.1,399.8,1798.7,397.2,1843.6,395.9,1841.8,i,R,N,BIT,FALSE
ɪ,city,1087.687,365.7,1594.7,2522.6,356.3,1589.8,356.3,1589.8,373.2,1621.7,359.4,1686.4,359.4,1686.4,i,S,T,BIT,FALSE
ɪ,killed,1094.697,303.7,1916.5,2444.5,339.2,2007.2,339.2,2007.2,343,1740.4,394.8,1526.9,394.8,1526.9,i,K,L,BIT,FALSE
ɪ,in,1098.7,430,2129,2558.6,1144.4,2187.6,436.3,2133.5,285.4,1846,239.7,2113.6,353.9,2096.1,i,NA,N,BIT,FALSE
ɪ,when,1100.09,446.6,1677.4,2622.9,387.4,1188.1,444,1663.8,449.2,1756.3,461.5,1728.2,474.9,1701.1,i,W,N,BIT,FALSE
ɪ,continue,1109.67,317.1,1817.4,2526.7,270,1805.8,277.1,1807.2,358.9,1844.7,347.1,1913.3,345.2,1916.7,i,T,N,BIT,FALSE
ɪ,into,1113.207,356.5,1812,2431,353,1796.4,353,1796.4,353.6,1842.8,354.2,1865.4,354.2,1865.4,i,D,N,BIT,FALSE
ɪ,been,1123.497,392.9,1857.9,2535.3,734,1838.2,491.1,1820.3,387.6,1616.6,339.8,1553,332.9,1706.8,i,B,N,BIT,FALSE
ɪ,pills,1129.447,380.6,1599.1,2572.7,440.2,1627.7,440.2,1627.7,393.7,1521.1,411.1,1458.3,411.1,1458.3,i,P,L,BIT,FALSE
ɪ,into,1139.087,386.4,1615.4,2322.6,376,1602.4,376,1602.4,390.6,1620.8,389.9,1666.7,389.9,1666.7,i,N,N,BIT,FALSE
ɪ,in,1176.623,418.7,1773,2901.6,894.9,2265,421.5,1756.9,987,2458,1103,2662.6,291.9,2226.3,i,V,N,BIT,FALSE
ɪ,will,1183.723,368.1,1453.5,2430.3,385.8,1330.5,375.3,1444.3,380.2,1467.6,431.4,1471.2,443.8,1433.4,i,W,L,BIT,FALSE
ɪ,in,1184.96,379.5,2035.2,2534.4,425.7,1377.1,407.1,1895,299.5,2042.5,241.9,1968.4,316.7,1861.1,i,IY0,N,BIT,FALSE
