vowel,word,t,F1,F2,F3,F1@20%,F2@20%,F1@35%,F2@35%,F1@50%,F2@50%,F1@65%,F2@65%,F1@80%,F2@80%,plt_vclass,pre_seg,fol_seg,class,is_outlier
æ,apple,910.737,718.5,1543.9,2314.9,963.1,1861.7,741.5,1583.2,678,1409,666.6,1145.1,664.5,1304.4,ae,NA,P,BAT,FALSE
æ,after,948.62,684.2,1521.3,2459.9,524.9,1371.9,669,1521.3,696.5,1391.2,612,1081.9,645.7,1540.2,ae,D,F,BAT,FALSE
æ,adapt,962.507,625.7,1695.8,2400.7,455,1607.9,591.6,1744.5,712.3,1550.9,703.3,1516.4,799.6,1442.3,ae,D,P,BAT,FALSE
æ,at,969.757,696.2,1417.3,2835.3,710.6,1302.6,697.6,1406.5,752.8,1634,761.2,1980.3,796.3,1929.2,ae,NA,T,BAT,FALSE
æ,at,988.3,401,1675.6,2490.8,361.2,1678.7,367.3,1674.3,402.1,1677.4,370,1590.9,363.5,1572.2,ae,N,T,BAT,FALSE
æ,satire,995.733,602.9,1496,2489.1,525.9,1502,591.5,1493.4,590,1524.5,551.7,1525,375.9,1543.3,ae,S,T,BAT,FALSE
æ,actually,1014.887,615.2,1517.8,2554.1,530.2,1583.1,586.1,1527.3,626.6,1486.6,602.7,1454.2,588.3,1518.9,ae,T,K,BAT,FALSE
æ,half,1038.873,767,1550.5,2360,750.8,1609.7,761.8,1583.3,750.1,1534.5,697.5,1574.3,685,1556.9,ae,HH,F,BAT,FALSE
æ,last,1056.827,729.6,1459.1,2486.8,678.9,1369.1,731.5,1445.7,702.6,1492.3,659.3,1510.7,637.2,1474.7,ae,L,S,BAT,FALSE
æ,value,1058.927,480.3,1548.8,2482.2,450.8,1538.6,450.8,1538.6,527.2,1553.3,582.3,1522.1,582.3,1522.1,ae,V,L,BAT,FALSE
æ,ask,1073.79,440.4,1545,2390.7,544.8,1620.1,429.4,1548.3,634.4,1456.9,701.3,1143.8,677.1,1412.9,ae,UW1,S,BAT,FALSE
æ,pack,1092.76,733.9,1533.5,2492.2,744.1,1546.5,762.6,1527.1,821.6,1566.7,840.5,1604.1,978.3,1767.1,ae,P,K,BAT,FALSE
æ,after,1093.577,530.6,1524.1,2276.6,448.7,1466.9,501.6,1536.6,682.7,1550.7,580.1,1492.4,564.3,1513.2,ae,D,F,BAT,FALSE
æ,balance,1106.23,448.3,1556.9,2249.5,414.6,1470.8,416.8,1479,511.6,1634,609,1615.2,616.2,1603.9,ae,B,L,BAT,FALSE
æ,after,1110.707,544.9,1499.6,2514.7,535.4,1467.3,558.2,1475.4,540.3,1506.8,554,1362.2,375.8,1378.1,ae,L,F,BAT,FALSE
æ,graduates,1118.893,589.5,1440.7,2199.2,504.1,1343.1,564.6,1449.6,544.2,1469.4,378.8,1520.2,468.5,1552.9,ae,R,JH,BAT,FALSE
æ,after,1136.617,456.6,1635.3,2358,409.8,1662.4,434.8,1643.6,490.4,1592.1,486.6,1471.4,475.3,1409.3,ae,N,F,BAT,FALSE
æ,vast,1143.017,682.6,1543.3,2479.8,576.6,1562.2,670.6,1560.5,662.6,1335.7,747.7,1552.8,1104.3,1829.6,ae,V,S,BAT,FALSE
æ,valve,1176.31,505.1,1413.7,2404,462.8,1397.6,467.7,1400.6,555.2,1395.3,611.2,1279.7,613,1272.4,ae,V,L,BAT,FALSE
æ,action,1186.803,640.5,1643.4,2435.2,486.3,1363.4,623.8,1657.6,709.8,1639.5,762.8,1659.9,707.4,1686.6,ae,UW0,K,BAT,FALSE
æ,at,1220.347,543.1,1743.7,2556,461.4,1667.9,530.8,1780.6,532.5,1598.7,567.5,1554.1,557.7,1547.9,ae,D,T,BAT,FALSE
æ,that's,1242.947,718.2,1453.2,2556.7,364.2,1559.2,684.4,1447.2,639.1,1476.5,814.6,1555.2,727.8,1660.5,ae,DH,T,BAT,FALSE
æ,that's,1244.78,646,1550.8,2599.8,581.7,1582.6,631.3,1563.8,632.4,1550.7,579.2,1588.6,545.3,1568.3,ae,DH,T,BAT,FALSE
æ,pat,1249.227,529.2,1653.4,2604.3,1059.3,1968.5,649,1737.1,701.1,1608.4,832.1,1618.8,726.8,1630.4,ae,P,T,BAT,FALSE
æ,had,1287.297,491.3,1743.3,2606.1,489.3,1738.8,489.3,1738.8,493.4,1742.9,470.3,1724.9,470.3,1724.9,ae,HH,D,BAT,FALSE
æ,at,1300.043,597.5,1521.7,2252.2,589,1529.5,593.4,1522.5,546.7,1293.8,483.4,1258.2,487.5,1316.5,ae,SIL,T,BAT,FALSE
æ,saturday's,1324.537,529.7,1495.1,2551.9,461.8,1420.8,508.4,1452.1,545.6,1501.1,542,1469.6,539.6,1469.8,ae,S,T,BAT,FALSE
æ,gallery,1396.197,459,1708.6,2409.2,456.3,1748.4,456.3,1748.4,462.1,1644.5,528.9,1589,528.9,1589,ae,G,L,BAT,FALSE
æ,challenge,1406.197,576.2,1546.9,2426.7,545.6,1564.5,545.6,1564.5,619.9,1535.5,634.1,1466.3,634.1,1466.3,ae,CH,L,BAT,FALSE
æ,palace,1439.7,716.3,1523,2448.8,723.9,1536.9,721,1534.3,693.1,1470,693.3,1241.8,693.7,1239.8,ae,P,L,BAT,FALSE
æ,capitalist,1497.287,528.3,1582,2481.6,437.1,1620.6,437.1,1620.6,589,1510.5,582.5,1411.9,582.5,1411.9,ae,K,P,BAT,FALSE
æ,taxis,1505.99,609.2,1702.1,2419.8,679.3,1755.3,626.1,1722.8,631.8,1667.8,591.3,1431.6,600.2,1673.9,ae,T,K,BAT,FALSE
æ,exactly,1509.497,491.1,1568.6,2417.5,467.3,1564.3,467.3,1564.3,524.6,1571.8,570.6,1608.3,570.6,1608.3,ae,Z,K,BAT,FALSE
æ,shallow,1514.697,524.1,1487.3,2451.8,471.9,1540.1,504,1505.1,543.5,1485.6,567.2,1359.3,585.2,1317.3,ae,SH,L,BAT,FALSE
æ,half,1515.08,544.4,1614,2479.2,597.5,1630.4,601.1,1628.2,505,1560.9,628.5,1528,671.4,1563.2,ae,HH,F,BAT,FALSE
æ,back,1515.56,644.4,1503,2551.8,550.5,1461.7,640.6,1493.2,644,1517.6,590.4,1534.6,472.6,1742.5,ae,B,K,BAT,FALSE
æ,jackson's,1535.777,555.6,1657.1,2407.3,561.5,1657.9,561.5,1657.9,537.5,1671.3,496.8,1686.4,496.8,1686.4,ae,JH,K,BAT,FALSE
æ,calendar,1553.197,520.7,1657.8,2476.5,501.5,1670.9,501.5,1670.9,550.3,1608.9,594.2,1519.1,594.2,1519.1,ae,K,L,BAT,FALSE
æ,cassidy,1558.107,548.2,1627.8,2431,405.8,1680.9,506.3,1647.3,596.6,1585.9,607.3,1541.1,601.8,1523.5,ae,K,S,BAT,FALSE
æ,passes,1561.647,652.3,1587.1,2371.2,709.2,1628.8,659.8,1611.6,655.9,1555,622.4,1578.9,608.6,1569.7,ae,P,S,BAT,FALSE
æ,fat,1593.1,604.8,1523.9,2393.6,508.7,1552.9,595.5,1547.5,637.8,1506.7,662.1,1474.5,620.6,1390.9,ae,F,T,BAT,FALSE
æ,grab,1640.173,626.4,1457.3,2077.4,540.8,1495.7,608.1,1470.5,634.9,1456.3,616.4,1472.2,571.2,1451.4,ae,R,B,BAT,FALSE
æ,at,1649.063,427.7,1787.6,2516.4,848.9,1614.6,503.8,1792.3,307,1664.5,551.6,1810.4,561.2,1765.8,ae,NA,T,BAT,FALSE
æ,natural,1649.373,593.4,1719,2564.2,527.8,1802.3,575.8,1750.1,596.7,1521.1,578.9,1435.7,571.9,1592.4,ae,N,CH,BAT,FALSE
æ,gas,1649.733,453.7,1723.5,2454.3,431.1,1896.3,439.8,1761.7,577.6,1699.6,632,1639.9,629.5,1606.5,ae,G,S,BAT,FALSE
æ,that's,1676.423,648.3,1587.5,2411.9,522.3,1569.9,586,1573.9,694,1608.6,574.5,1218.5,571,1225.9,ae,DH,T,BAT,FALSE
æ,pass,1678.683,598,1592.9,2497.6,283.7,1479.9,578.5,1575.2,732,1517,596.8,1527.4,979.5,1584.1,ae,P,S,BAT,FALSE
æ,have,1685.167,470.9,1657.8,2456,493,1678,493,1678,473.8,1616.4,422.3,1578.7,422.3,1578.7,ae,HH,V,BAT,FALSE
æ,had,1685.683,550.2,1638.5,2522.6,568.1,1679.8,561.7,1659.4,518.5,1591,448.2,1543.4,418.3,1529.3,ae,HH,D,BAT,FALSE
æ,balance,1703.65,470.6,1554.2,2464.3,527.8,1572.8,505.1,1565.2,511.8,1547.4,608.8,1519.6,613.9,1514.9,ae,B,L,BAT,FALSE
æ,madison,1726.07,636.5,1746.6,2292.7,512.1,1576,640,1753,628.4,1692.2,620.8,1652.9,607.1,1546,ae,M,D,BAT,FALSE
æ,valley,1741.003,523.8,1526,2472.4,368.1,1564.4,496.8,1531.7,572.8,1331.5,654.8,1312.9,698.7,1464.1,ae,V,L,BAT,FALSE
æ,at,1752.09,454.1,1739.5,3057.2,564.1,1810,454.2,1680.1,458.5,1833.6,1395.9,2519.7,1432.4,2539.1,ae,ER0,T,BAT,FALSE
æ,batteries,1763.923,501,1593.5,2408.6,444.7,1542.5,469.9,1582.1,592.1,1574.8,643.4,1576.1,674.5,1593.1,ae,B,T,BAT,FALSE
æ,had,1787.533,657.1,1539.2,2345,675.9,1563.4,672.2,1548.3,618.1,1489.1,617.1,1473.5,623.5,1488.8,ae,HH,D,BAT,FALSE
æ,valentine,1817.06,375.9,1662.7,2498.5,535,1868.1,487.5,1828.1,476.1,1573.7,586.7,1391,591.1,1385,ae,V,L,BAT,FALSE
i,here,5.613,235.4,2043.6,3106.3,306.1,2019.4,241.1,2050.1,318.3,1980.8,329.9,1885.6,333,1823,iyr,HH,R,BEET,FALSE
i,we'll,5.87,302.5,1974.4,2549.5,300.5,1613.6,302.4,1929.7,241.3,2114.8,216.6,1975.4,340.8,1860.5,iy,W,L,BEET,FALSE
i,season,14.427,305,2031.7,2677.4,478.1,1781.5,335,1989.4,286.3,2083.3,292.4,2049.1,291.6,1924.6,iy,S,Z,BEET,FALSE
i,be,18.63,295.9,2060.4,2705.6,315.2,1975.7,297.7,2056.3,277.4,2090,298.2,2127.1,343.7,2119.6,iyF,B,NA,BEET,FALSE
i,feeds,41.217,261.5,2044.8,2771.1,1387.6,2206.5,256.6,2035.2,252.6,1895.6,230.6,2086.2,236.1,1999.6,iy,F,D,BEET,FALSE
i,speaking,50.653,302.9,1948.8,2459.5,274.2,1791.6,293.1,1856.2,284.1,1898.8,273.7,2009.4,263.3,2190.1,iy,P,K,BEET,FALSE
i,being,69.143,228.8,2043.2,2695.8,300.7,1622.3,236.5,2065.1,226.2,1992.1,269.5,2099.8,318.5,2084,iy,B,IH0,BEET,FALSE
i,be,77.423,258.8,1972,2438.9,275.1,1809.1,267.7,1943.2,235.5,2016.8,251,1984.1,283.9,1899.3,iyF,B,AH0,BEET,FALSE
i,seemed,110.667,255.9,2057,2733.8,1670.5,2460.8,557.5,2160.8,316.4,2220.8,321.9,2281.1,306.4,2252.4,iy,S,M,BEET,FALSE
i,seen,113.877,266.2,2034.2,2662.2,663.6,1946.5,418.2,2047.4,275.9,1938.1,306.9,2034.4,290,1382.2,iy,S,N,BEET,FALSE
i,steel,125.34,239.6,1984.8,2674.3,305.3,1965.3,248.3,1990.3,231.6,2076.7,268.2,1965.4,298.4,1782.1,iy,T,L,BEET,FALSE
i,ordeal,133.45,333.9,2024.9,2673.4,325,1935.5,339,2015,330.3,2007.5,346.6,1969.1,380.5,1760.1,iy,D,L,BEET,FALSE
i,chinese,142.683,276.4,2248.6,2769.8,256.5,2143.7,275.6,2259.2,269.6,2221.9,259.9,2239.6,258,2372.6,iy,N,Z,BEET,FALSE
i,creek,145.75,311,1919.5,2202.7,296,1747.9,307.2,1874.8,271.1,1979.1,171,2078.2,506.7,2131.3,iy,R,K,BEET,FALSE
i,be,156.59,320.2,2001.1,2482.9,295.4,1849.4,310.9,1974.6,336.7,2029.2,361.4,1904,382.8,1720.9,iyF,B,EY1,BEET,FALSE
i,free,157.32,298.1,1973.7,2300.8,298.8,1895.9,298.8,1904.9,306.7,2001.1,308.2,1945.1,306.6,1935.6,iyF,R,Z,BEET,FALSE
i,media,162.667,281.5,2088.7,2458.4,263,1731.1,278.7,2010.1,280.7,2147.5,270.8,2153.7,264.8,2141.6,iy,M,D,BEET,FALSE
i,be,187.907,269.4,2016.3,2540.5,319.4,1741.7,281.6,1985.8,281.5,2095.1,324.2,2101.8,533.7,1782.6,iyF,B,NA,BEET,FALSE
i,nico,204.757,237.4,2107.5,2922,239.9,2092.8,237.5,2105.9,224.6,2122.4,751.1,2450.4,995.5,2509,iy,N,K,BEET,FALSE
i,see,222.1,256.4,1916.4,2565,1151.2,2235.3,438.3,1966.7,290.6,2000.5,289.6,1985.5,249,1956.3,iyF,S,DH,BEET,FALSE
i,real,224.373,306.2,1860.3,2215.2,315.4,1742.5,310.1,1798.9,308,1895.8,326.6,1836.1,332.7,1794.1,iy,R,L,BEET,FALSE
i,bees,225.923,229.6,2082.3,2850,870.6,2140.1,231.6,2077.1,228.9,2093.6,229.2,2117.3,254.1,2023.8,iy,B,Z,BEET,FALSE
i,t.,262.877,321.6,2171.9,2723.2,434,2119.8,329,2176.2,315,2244.9,292.8,2149.7,211.2,1389.3,iyF,T,NA,BEET,FALSE
i,keeping,277.9,285.2,2034.5,2890,852.6,2319,785.8,2281.6,238.9,2029,223.7,1942.9,214.5,1914.2,iy,K,P,BEET,FALSE
i,these,278.19,263.4,2100,2710.3,268.7,2066.2,268.8,2087.2,252.5,2124.7,249.9,2157.9,263.5,2112.6,iy,DH,Z,BEET,FALSE
i,heal,279.303,273,2059.1,2839.9,281.5,2074,249.9,2064.1,298.1,2034,339,1901.2,353.9,1831.7,iy,HH,L,BEET,FALSE
i,even,302.83,276.7,1913.6,2565.2,324.8,1846.6,319.6,1855.6,270.9,1894.3,269.8,1947.9,270.9,1971.4,iy,S,V,BEET,FALSE
i,keyboard,303.77,258.6,2065,3092,309.2,1817.8,249.1,2034.8,250.5,1579.3,241.7,1329.7,247.2,1719.9,iy,K,B,BEET,FALSE
i,be,304.85,283.3,2126.9,2641.7,570,1890,282,2095.7,284.1,2153.3,294.4,2054.9,371.1,1972.7,iyF,B,EH1,BEET,FALSE
i,thirteen,305.383,312.5,2139,3049.4,812.4,2334.5,378.1,2185.9,335.4,2205,369.4,2289.5,367.5,2297.6,iy,T,N,BEET,FALSE
i,fifteen,306.123,326.6,2153.2,3038.9,316.6,1999.2,320.6,2128.4,395.5,2236.8,362.6,1628.7,369.6,1161.5,iy,T,N,BEET,FALSE
i,police,312.97,312.7,1860.7,2373.6,318.8,1698.8,318.8,1718.6,300.2,1955.4,279.7,2033.1,278.3,2035.8,iy,L,S,BEET,FALSE
i,see,332.147,273.8,2049.7,2789,1206.7,2442.5,272.3,2028,266.5,2084.5,254.7,2062.3,240.1,1970.3,iyF,S,G,BEET,FALSE
i,c.,339.207,296.7,2072.3,2624.4,553.5,1788.3,299,2058.6,276.7,2109.5,232.8,2042,266.4,1984.8,iyF,S,F,BEET,FALSE
i,be,342.37,301.5,1917.1,2528.8,287.8,1773.8,301.5,1916.8,297.5,1902.1,299.8,1767.4,291.3,1646.2,iyF,B,NA,BEET,FALSE
i,d.,344.52,321.7,2093.3,3161.1,338.7,2029.8,323.8,2077.9,305,2127.9,276.8,2228,250.6,2390.6,iyF,D,F,BEET,FALSE
i,teachers,359.437,306,2107.5,2848.4,466.2,2103.7,358.2,2116.4,285.5,2122,270.9,2066.4,266.7,2059.3,iy,T,CH,BEET,FALSE
i,speaker,362.55,320.2,2124.6,3116,960.3,2260.1,322.9,2094.5,300.9,2149.7,267.7,2452,1001.6,2934.5,iy,P,K,BEET,FALSE
i,speakers,366.073,307,1966.9,2562.3,345.2,1763.8,310.8,1913.1,286.1,2046.8,267.9,1677.7,288.5,1500.6,iy,P,K,BEET,FALSE
i,leaned,369.827,311.7,2102.8,2477.4,301.9,1698.9,317.7,2026.6,295.4,2228.4,308.5,2314.6,317,2225.3,iy,L,N,BEET,FALSE
i,zeal,372.817,322.4,2046,2638.9,313.2,1717.8,320.5,2029.2,324,1920.2,345.4,2096.7,372.3,1827.2,iy,Z,L,BEET,FALSE
i,grieve,383.813,269,2077.5,3209,308.1,1956.8,268.5,2071.7,230.2,1969.5,239.1,1970.7,300.8,1937.7,iy,R,V,BEET,FALSE
i,reached,387.32,310.8,1970,2303.7,314.4,1743.3,314.5,1910.4,296,2045.7,276.5,2062.7,271.1,2064.7,iy,R,CH,BEET,FALSE
i,read,390.547,299,2081.6,3110.7,340.4,1834.3,308.6,2100.5,248.2,2089.5,141.4,2157.3,169.8,2208.9,iy,R,D,BEET,FALSE
i,achievement,414.273,268.7,2060.5,2827.8,552,1976.1,273.4,2058.9,284,2061.6,277.6,2006.1,215.8,1426,iy,CH,V,BEET,FALSE
i,deal,429.65,250.5,2080.4,2649.8,252.3,2017.2,249.5,2078.7,266.8,2048.3,309.8,1797.5,346.4,1490.2,iy,D,L,BEET,FALSE
i,eat,440.057,291,2062.9,2720.9,266.7,2019.8,281.9,2040.6,297.1,2033.1,279.2,2043.6,283.3,1628.2,iy,SIL,T,BEET,FALSE
i,teaching,466.26,331.7,2050.7,2874.3,548.5,2184.9,416.6,2103.1,281.4,2073.5,277.1,2103,269.7,2095.8,iy,T,CH,BEET,FALSE
i,three,473.41,302.9,1890.7,3412.6,305.3,1780.8,305.9,1861.9,288.9,2003.9,261.7,2201.2,249.6,2248.3,iyF,R,Y,BEET,FALSE
i,reveal,484.55,302.2,1834.6,2314.8,295.9,1747.2,306.1,1795.1,293.7,1863.2,306.1,1785.1,322.7,1676.2,iy,V,L,BEET,FALSE
i,even,486.883,259.6,2151,3178.7,375.6,1544.7,278,2040.9,250.2,2218.1,244.2,2131.9,222.3,2111.7,iy,T,V,BEET,FALSE
i,reasoning,497.627,324.4,1903.6,2173.4,332.6,1691.1,327.4,1821.9,311.1,2013.5,301.7,2055.2,307.6,2038.3,iy,R,Z,BEET,FALSE
i,feel,505.613,341.7,1968.8,2486.1,1052.4,2212,734.4,2110.7,301,1894.8,334.4,1671.9,344.4,1585,iy,F,L,BEET,FALSE
i,teachers,506.41,299.5,2055.2,2627.3,363.6,2032.5,356.8,2035.8,269.8,2056.2,276,2017,273.4,2012.7,iy,T,CH,BEET,FALSE
i,deal,522.667,294.3,2043.2,2725.3,332.7,1871.8,298.4,2026.4,292.7,2088.1,331.6,1986.3,356.3,1615.2,iy,D,L,BEET,FALSE
i,least,567.783,313.5,1939.3,2476.3,313.7,1718,318.7,1820.5,300.7,2076.4,288,2141.9,287.7,2142.7,iy,L,S,BEET,FALSE
i,be,574.06,273.6,1838.5,2180.7,267,1707.1,268.5,1724.8,271.6,1916.3,264.9,1949.5,264.1,1944.9,iyF,B,D,BEET,FALSE
i,cheese,580.557,305.6,2117.5,2772.2,410.4,2053,298.8,2099.9,325.3,2125.2,323.9,2095,319.6,1990.8,iy,CH,Z,BEET,FALSE
i,be,587.847,314.5,2103.9,2956.8,657.1,2151.1,657.1,2151.1,306.9,2161,279.7,2204.8,279.7,2204.8,iyF,B,S,BEET,FALSE
i,wheel,596.353,319.8,2042.2,2337.4,313.2,1505.3,319,1949.8,319,2084.7,335.7,1474.8,358.7,1023.6,iy,W,L,BEET,FALSE
i,c.,623.697,283.7,2031.2,2781.6,282.1,1734.2,278.6,2029.4,265.5,2066.4,348,1839.9,370.2,2101.5,iyF,S,NA,BEET,FALSE
i,we're,625.95,280.5,2023.6,2707.9,280.7,1840.3,281.8,1871.5,275.9,1999,284.5,1887.9,287.6,1879.8,iyr,W,R,BEET,FALSE
i,teachers,629.823,296.4,2024.2,2769.2,753.3,2066.3,414,2067.4,310.2,2055.2,303.8,2075.8,295,2090.7,iy,T,CH,BEET,FALSE
i,key,646.18,283.6,2097.5,2825.6,290.1,2025.8,297.4,2103.6,275.9,2128.6,340.8,1953.7,306.2,1832.5,iyF,K,DH,BEET,FALSE
i,zeke,673.233,280.2,1984.8,2833.8,277.3,1767.7,282.1,1962.1,278.6,2070.6,273.1,2204.8,242.9,2174,iy,Z,K,BEET,FALSE
i,needs,678.053,299.1,2187.2,3005.9,268.9,2118.4,284.6,2153,313.1,2204.5,307.6,2190.2,305.5,2192.1,iy,N,D,BEET,FALSE
i,feet,689.463,290.8,2001.3,2578.4,504.8,1707.8,293.5,1990,279.8,2079.6,271.9,2126.2,280.4,2093.2,iy,F,T,BEET,FALSE
i,he'll,693.513,283.1,2085.4,2922.7,275.5,2017.1,283.8,2079,296.1,2094.2,322.1,1978.6,342.3,1770.6,iy,HH,L,BEET,FALSE
i,preach,697.257,315.1,2003.1,2390,323.7,1973,323.7,1973,301.3,2029.8,289.9,2068.1,289.9,2068.1,iy,R,CH,BEET,FALSE
i,each,704.733,298,2087.2,2931.3,261.5,1964.4,293.2,2090.4,299.8,2108.2,276,2135.1,273.5,2119.9,iy,D,CH,BEET,FALSE
i,secret,733.463,283.4,1893.1,2776.9,1090.6,1990.8,339.8,1919.8,283.2,1967.2,268,2062.6,1002.9,2331.5,iy,S,K,BEET,FALSE
i,tequila,769.21,283.4,2089.4,3088.1,467.4,2174.4,283.4,2066.4,270.4,2142.4,318.4,2085.9,367.4,1652.1,iy,K,L,BEET,FALSE
i,seasons,789.383,289.4,1864.6,2508.5,438.3,1597.6,323.3,1791.6,279.9,1980,261.8,2052.7,278.1,2038.3,iy,S,Z,BEET,FALSE
i,we're,795.477,307.4,1839.3,3283.9,313.8,1772.9,313.8,1772.9,313.6,1829.6,317.4,1879.7,317.4,1879.7,iyr,W,R,BEET,FALSE
i,needed,803.28,290,1940.6,2383.1,272.9,1927.4,275,1931.6,318,1882.3,331,1854.9,331.2,1841.2,iy,N,D,BEET,FALSE
i,people,820.86,275,1942.3,2560.2,347.8,1907.7,333.8,1909.4,287.4,1962.2,291.5,1933.1,294.9,1897.8,iy,P,P,BEET,FALSE
i,helium,872.53,280,2186.9,3001.2,265,2127.9,283.4,2161.9,270.6,2228,278.2,2074.3,289.3,1857.5,iy,HH,L,BEET,FALSE
i,be,874.23,313.6,1995.2,2443.1,317.8,1848.9,313.7,1968.7,323.7,2016.4,334,2006.8,338.4,2000.4,iyF,B,F,BEET,FALSE
i,teachers,880.68,260.6,2015.3,2764.9,438.3,2073.3,251.2,1996.4,261.2,2032.1,254.1,1998.9,246.6,1973.9,iy,T,CH,BEET,FALSE
i,see,885.64,281.1,2007.7,2759.1,936.4,2191.2,264.4,1956.2,310.4,2064.5,314.8,2069.6,322.6,2049.6,iyF,S,EY1,BEET,FALSE
i,three,892.53,270,2104.5,2787.9,271.3,1741.7,269.8,2087.6,266.2,2150,282.7,2159.1,327.5,2088.4,iyF,R,EY1,BEET,FALSE
i,each,899.197,305.5,1988.2,3133.2,1187.5,2603.5,631.4,2196.9,313.2,2157.2,300.5,2291.6,280.9,2326.7,iy,V,CH,BEET,FALSE
i,trees,911.12,292.9,2058,3361.2,998.4,2254.3,279.3,2036.8,298.1,2130.1,1573.2,2771.2,928.1,2558,iy,R,Z,BEET,FALSE
i,be,916.913,323,2057.7,2439.9,415.2,1990.8,314.6,2021.3,292.4,2060.3,209.2,2042.7,209.9,2018.3,iyF,B,AH0,BEET,FALSE
i,reach,919.393,328.7,1987.7,2346.5,336.4,1913.3,333.3,1948.3,312.6,2013.5,277.5,2027.5,251.1,1939.9,iy,R,CH,BEET,FALSE
i,meaningful,932.927,313.6,1980,2500.4,256.7,1582.2,293.4,1794.2,321.2,2126.4,316.4,1814.6,325.5,1876.4,iy,M,N,BEET,FALSE
i,he'd,936.917,346.4,2117.5,3244.3,342.5,2221.5,342.5,2221.5,350.8,2052.5,352.4,2081.6,352.4,2081.6,iy,HH,D,BEET,FALSE
i,teacher,937.65,255.9,2029.3,2980,563.9,2133.4,330.6,2067,246.8,2000.9,252,2049.4,243.8,2038.7,iy,T,CH,BEET,FALSE
i,teacher,957.29,236.9,2092.1,2862.5,678.7,2175.3,552,2207.1,270.4,2127.7,260.7,2147.4,248.1,2139,iy,T,CH,BEET,FALSE
i,peter,971.3,303.2,2253.3,3390.3,533.8,2387.2,290.9,2253.3,320.2,2368.7,334.3,2131.6,336.7,2236,iy,P,T,BEET,FALSE
i,keep,971.773,310.7,2236.4,3049.4,650.9,2324.9,311.1,2247.8,296.3,2268.3,276,2261.9,256.1,2186.9,iy,K,P,BEET,FALSE
i,reads,1011.173,314.5,1994.7,2461.9,342.6,1693.8,323.9,1964.6,274.6,2121.6,273.7,2086.5,267.5,1909,iy,R,D,BEET,FALSE
i,people,1023.753,243.6,1910.8,2781.8,289.9,1893.9,260.4,1896.7,283.7,1964.1,295.6,1844.7,288.3,1800.9,iy,P,P,BEET,FALSE
i,thirteen,1043.133,323,2163.1,2994,748.9,2079.9,472.9,2187.7,278.8,2143.1,340.7,2163.6,323.4,1887.9,iy,T,N,BEET,FALSE
i,she'd,1046.317,242.9,2139.7,2899.3,276.1,2074.5,244.7,2136.6,246.4,2137,265.5,2077,1130.9,2258.8,iy,SH,D,BEET,FALSE
i,be,1050.69,274.3,2067,2709.1,267.1,1314.3,280.9,2053.1,252.8,2147,242,2176.4,219.5,2097.8,iyF,B,HH,BEET,FALSE
i,he'd,1050.923,261.3,2137.4,2977.8,281.6,2150.5,258.6,2138,261.4,2114.1,268.3,2099.5,272.9,2031.7,iy,HH,D,BEET,FALSE
i,shields,1052.137,300,2028.6,2687.5,284.5,2042.2,295,2034.2,305.8,1992.2,332.2,1907.8,342.4,1829.6,iy,SH,L,BEET,FALSE
i,medium,1054.123,301.7,1975.8,2452.9,253.9,1668.4,276.4,1820.4,328.2,2165.6,278.5,2161.6,264.4,2157.7,iy,M,D,BEET,FALSE
i,heat,1054.797,329.1,2142.4,2991.8,326,2122.1,331,2142,315.6,2112.2,231.3,2076,302.7,1875.9,iy,HH,T,BEET,FALSE
i,three,1066.283,318.3,2025.9,3001.8,335.8,1876.9,323.3,1996.6,303.4,2096.8,737.2,2429,1903.1,3093.5,iyF,R,K,BEET,FALSE
i,increasing,1068.27,283.7,1959.1,2173.3,279.7,1901.1,280.4,1909.4,279.6,1994.3,274.9,2054.9,274.7,2057.2,iy,R,S,BEET,FALSE
i,teachers,1077.297,240,2098.4,3005,492,1991.4,282.4,2080.2,259.2,2116.8,252.3,2151,241,2169.9,iy,T,CH,BEET,FALSE
i,feeling,1080.7,265.9,2050.3,2953.4,1121.5,2201.6,269,2020.6,252.8,2145.5,268.8,2130.9,320.5,1752.8,iy,F,L,BEET,FALSE
i,we're,1081.447,287.9,2028,2247.4,304,1399.7,292.1,1921.9,270.3,2071.5,301,2003.3,330.6,1916,iyr,W,R,BEET,FALSE
i,easy,1088.607,252.6,2223.6,3324.1,1867.6,3104.3,246.4,2219.8,241.3,2181,200.5,2375.4,210.6,2416.8,iy,ER0,Z,BEET,FALSE
i,here,1097.99,330.5,2101.5,2613.9,634.1,2180.5,293.3,2094.2,322.5,2032.7,345.4,1936.5,364.3,1881,iyr,HH,R,BEET,FALSE
i,real,1099.863,311.3,2103.2,3399,324.2,1959.3,315.1,2079.2,295,2177.5,313.9,2243.3,348.7,2182,iy,R,L,BEET,FALSE
i,theme,1104.553,335.6,2159,2951.6,320.4,2024.5,331.1,2155.2,345.3,2191,333.3,2256.1,317.1,2236.5,iy,TH,M,BEET,FALSE
i,marquis,1117.303,261.4,2100.1,2964.3,302,2080.6,258.9,2097.6,264.7,2141.2,275.6,2058.8,353.3,1908.3,iyF,K,D,BEET,FALSE
i,disease,1131.14,281.4,2028.8,2649.9,706,1896.3,284.2,2007.4,286.5,2053.9,282.5,2063.1,187.9,2045.7,iy,Z,Z,BEET,FALSE
